,Name,Reviews,Rating
2840,Akshay  Dhore,Good..READ MORE,5
2841,Srinivas Krishna,Watch is getting switched off. Not staring after a month of using it.READ MORE,
2842,SAKEER BABU KURIYEDATH,Really good oneREAD MORE,5
2843,Flipkart Customer,Best for the priceREAD MORE,5
2844,shaik shareef,Protect not goodREAD MORE,
2845,Sanku Banerjee,Superb product...batary is also very good...loved it..READ MORE,5
2846,Flipkart Customer,Very noiceREAD MORE,5
2847,Dipak Dey,Okay watchREAD MORE,5
2848,Anand Kumar,Great loved itREAD MORE,5
2849,Flipkart Customer,Very nice productREAD MORE,5
2850,Gyanesh  kumar,Good product 👌READ MORE,5
2851,shashwat singh,Amazing watchREAD MORE,5
2852,Aftab Khan,Best 👍👍 very nice thanks for Flipkart FlipkartREAD MORE,5
2853,Goutam Maity,Good ItemREAD MORE,5
2854,SANTOSH KUMAR SAHOO,Very good product with low price Thank you FlipkartREAD MORE,5
2855,OMKARA MURTHY,NiceREAD MORE,5
2856,Shourya,Very nice in prise rangeREAD MORE,5
2857,Athira,Poor battery lifeAnd charger not workingREAD MORE,
2858,Narayan Sahu,GoodREAD MORE,5
2859,Mahesh Kale,GoodREAD MORE,5
2860,Manasik  Mishra,BadREAD MORE,3
2861,Sachin Yadav,Great product for usesREAD MORE,5
2862,Flipkart Customer,Very small  it for kids and not working in 2days dont buy this product  don't  waste your moneyREAD MORE,
2863,Flipkart Customer,Very nice 💯READ MORE,5
2864,Flipkart Customer,Good good quality smartwatchREAD MORE,5
2865,Salatul Islam,Its a fantastic smart watch that works very well..All the features are working good..awesome product go for it..Light weight and battery back up is also goodREAD MORE,4
2866,Kishor  Howladar ,NisREAD MORE,5
2867,Induri Ashok,Waste product .don't buy it. And loss of valuable money 💰READ MORE,4
2868,Flipkart Customer,It's really worth for monyREAD MORE,5
2869,Radheshyam Meena,Good product and very usefulREAD MORE,5
2870,Armaan  Shaikh,Nice value for money design & colour is Best go for itREAD MORE,5
2871,Ramkumar Maurya,This product is goodREAD MORE,5
2872,Jiban jyoti Panigrahi,"Very good quality, and smooth in touchREAD MORE",5
2873,Flipkart Customer,GoodREAD MORE,5
2874,Sudhir Kumar,Beautiful..READ MORE,4
2875,Mani Anandan ,Poor qualityREAD MORE,
2876,Flipkart Customer,NiceREAD MORE,4
2877,Flipkart Customer,I loved it.... Such a nice watchREAD MORE,5
2878,Deepak Chandra,A comfortable productREAD MORE,5
2879,Flipkart Customer,I just love it.... 💞Awesome watch :-)Really happy with it....READ MORE,5
2880,Tanishq Mehrotra,very good product .READ MORE,5
2881,Prakash shukla,Awesome productREAD MORE,5
2882,Manas  Rout,Good praductaREAD MORE,5
2883,Inderjeet  Soni,Battery backup not good 👈READ MORE,3
2884,Suma Gowda,Very nice ❤️READ MORE,5
2885,Flipkart Customer,Good watchREAD MORE,5
2886,Ark Singh,NYC watchREAD MORE,5
2887,Flipkart Customer,The best watch I ever seen in my lifeREAD MORE,5
2888,Flipkart Customer,Best watch under this price range watch is awesome and light weightREAD MORE,4
2889,Gaurav Dave ,"Value Of Money, Features Or Design Is Excellent.Thanks Fire-boltt SmartwachREAD MORE",5
2890,Shubh  Tripathi ,Very awsome product very usefulREAD MORE,5
2891,Ameer Shaik,Awsome look..READ MORE,5
2892,Veeramanikandan j J,Amazing productREAD MORE,4
2893,Prachi  Kshirsagar ,Nice watch..READ MORE,4
2894,Flipkart Customer,GoodREAD MORE,5
2895,Prince Upadhyay,Don't waste your money behind this productREAD MORE,
2896,SURESH YADU,Very goodREAD MORE,5
2897,Flipkart Customer,Best watchREAD MORE,5
2898,chitturi Moulika,Worst product I have ever received.....READ MORE,
2899,Raj Padilam,Ok goodREAD MORE,4
2900,Sachin Kulat,Vary niceREAD MORE,5
2901,Shivani Naik,Awesome product thanks filpkartREAD MORE,5
2902,Vinod Kumar Selvaraj,Good Watch worth the moneyREAD MORE,5
2903,FEJAL MALEK,This product is excellent.READ MORE,5
2904,Vundyala Bhasker Reddy,Nice productREAD MORE,5
2905,Aryan Singh,Good product for this value . I had been purchased this watch 2months ago and i haven't a single issue.READ MORE,5
2906,Flipkart Customer,Good..READ MORE,5
2907,Kiran bhangade,Amazing productREAD MORE,5
2908,Flipkart Customer,Good watchREAD MORE,5
2909,Vignesh Kumar T,Good product worth for money and excited hereREAD MORE,4
2910,Flipkart Customer,Battery backup lessREAD MORE,3
2911,Flipkart Customer,Nice product I loved itREAD MORE,5
2912,Anil kapadiya ,Best quality products 👍READ MORE,5
2913,Flipkart Customer,Good quality Budget also bestREAD MORE,5
2914,Pky Customer,Overall goodREAD MORE,5
2915,Naresh mamidi,Waste is this watch waste product waste for moneyREAD MORE,
2916,Sai Reddy avuthu,Worst when u using speedREAD MORE,
2917,Flipkart Customer,Best ProductREAD MORE,5
2918,Flipkart Customer,It was good but not a handful features built-inREAD MORE,5
2919,prashant  yadav,Very nice product value for money and looking stylishREAD MORE,5
2920,Gurdeep Kaur,It is a ok watch features are less but it is worthy by its priceREAD MORE,3
2921,Shivani  Shivani Yadav,Amazing product.... Loved it.....go for it 😍😍READ MORE,4
2922,Flipkart Customer,GoodREAD MORE,5
2923,Manoj George,Bad QualityREAD MORE,
2924,Nabihasan Ansari,Poor brandREAD MORE,5
2925,Bejoy Anand,GoodREAD MORE,4
2926,vamsikrishna reddy,Nice product loved itREAD MORE,5
2927,Phool  Miyan,V good productREAD MORE,5
2928,Flipkart Customer,Good productREAD MORE,5
2929,Rahul  Kumar ,NiceREAD MORE,4
2930,Aisha  Sahu,Nine product I like it.READ MORE,5
2931,Sri Kanth,Worest productREAD MORE,
2932,Yogendra Kushwaha,NiceREAD MORE,5
2933,Rubi Garg,Very goodREAD MORE,3
2934,Srinivasrao Nagulapalli,Nice productREAD MORE,5
2935,SUPRIYA  Das,Good 👍 productREAD MORE,3
2936,surya narayan,Very bad battry backupREAD MORE,
2937,Flipkart Customer,Not badREAD MORE,4
2938,Flipkart Customer,"The watch was ok ok, battery problem n not starting, so please replace it with a new one it is in warranty periodREAD MORE",3
2939,Abhishek  Kumar,NiceREAD MORE,5
2940,Flipkart Customer,Very good smart watch screen size small but good quality of the productREAD MORE,3
2941,Ashok Arya,Nice product..Thanks to Flipkart...READ MORE,5
2942,Flipkart Customer,Nice watchREAD MORE,4
2943,Abhay  Sharma,This watch is too good quality... battery life around 5 days...Touch quality is so better then others watch.....must buy this watch.READ MORE,5
2944,Chandrasekhar khara,"Such a nice smart watch,most go for itThank you, FLIPKARTREAD MORE",5
2945,Vivek  Thakur,Thanks flipkart for amazing smartwatch in this price range.Must buy This review after use of 1 month.READ MORE,5
2946,Asshu ..,Very good productREAD MORE,5
2947,Aadesh Suryawanshi,Nice product value of money ☺READ MORE,3
2948,Flipkart Customer,Love it❤️READ MORE,5
2949,Lalit Kumar,Nice watch.....battery back is good...size is short as compare to other watcheREAD MORE,5
2950,bhola sharma,"Totally worst product, don't buy if u love ur moneyREAD MORE",
2951,Sushma Upadhyay,Love it ❤READ MORE,4
2952,Atul Kumar,Nice looking and very good materialREAD MORE,5
2953,Santosh Khatri,Nice smart watch in budget features are not more but watch is brilliant  I love this watch very much love you fire boltt ninjaREAD MORE,5
2954,Flipkart Customer,Very good watchREAD MORE,5
2955,Sarang Sarang,Nice productREAD MORE,5
2956,prasuna srinu,Super  watch I am so happyREAD MORE,5
2957,Flipkart Customer,Not showing call alert in 1meter rangeREAD MORE,
2958,Flipkart Customer,Good to useREAD MORE,4
2959,Alfaiz Khan,nice product and valuable productREAD MORE,5
2960,Osama tyagi,Good materialREAD MORE,5
2961,Delson Vales,Nice productREAD MORE,4
2962,Flipkart Customer,"I have used for a day , It was Gud... It has many features related to health...  Lookwise also gud but strap could be better...   Overall value for money.READ MORE",4
2963,Aaditya Raj Shekhawat,Good watch at this price range... All the features are good and working properly.READ MORE,4
2964,Mo mo Irshad,Good 😊😊😊READ MORE,4
2965,Arifa khan,Nice productREAD MORE,5
2966,Moti  Mishra,The delivery was blazing speed. I ordered 2 units and the decision made is worth it. The da fit app is easy to use and sync the device with few clicks. The beige version is actually pink in color so not suitable for men. Heart Rate and SPO2 measurements were pretty fast.READ MORE,5
2967,Ganesh   Verma,I am happy good product ☺️😊READ MORE,5
2968,Flipkart Customer,Awesome product very nice I love thisREAD MORE,5
2969,Flipkart Customer,Product is good as shows as in the picture. But the delivered process is not good..am waiting for 45 min or more then then I reached the product.READ MORE,5
2970,Shivam Jha,Best smartwatch in this rangeREAD MORE,5
2971,Raj Yadav,NiceREAD MORE,5
2972,Sanjay Kumar,BadREAD MORE,
2973,Sunil M E,Super productREAD MORE,5
2974,Flipkart Customer,It's a good product to buy...i really like this watchREAD MORE,5
2975,Mritunjay  Rai,goodREAD MORE,5
2976,Flipkart Customer,GoodREAD MORE,4
2977,manali khandelwal,GoodREAD MORE,4
2978,Rahul pradhan,I like the watchREAD MORE,4
2979,Sravani Peyyala,Pretty much impressed with fire-boltt. It lasts nearly six days when charged fully. Nice productREAD MORE,5
2980,Flipkart Customer,This is my first smart watch and i feel betterREAD MORE,5
2981,Kamalesh Mondal,Good productREAD MORE,5
2982,Rajeev Kumar  Jaiswal,It's good band .show clear picture and almost accurate figure... Thnks Flipcart for faster deliveryREAD MORE,5
2983,Sunil Singh,Worth for MoneyREAD MORE,5
2984,Rupeli Priyadarshani Nayak,Gd qualityREAD MORE,4
2985,Flipkart Customer,AwesomeREAD MORE,5
2986,Rachel Jacintha,"It is a good purchase at a uch an affordable  price, the watch looks classy and elegant, I liked it!!READ MORE",4
2987,Abhishek  Yadav,GoodREAD MORE,5
2988,Darshan Patel,Don’t like colorREAD MORE,
2989,Vitthal  Devkatte,Disgusting battery backupREAD MORE,4
2990,Flipkart Customer,Good productREAD MORE,5
2991,Flip Customer,SuperrrrrrrrrREAD MORE,5
2992,Piyar Majumder,Good productREAD MORE,4
2993,SHIVA NAGARAJU,It is a good I never used like this smart watch it very fit for my had very good desingREAD MORE,4
2994,Flipkart Customer,Watch is  good but battery drain fastREAD MORE,4
2995,Rahul  Sahu ,Nice multiple Watch facesRemote Camera & perfect Weather UpdateREAD MORE,5
2996,Tohid Malik,Awesome Watch in this price segment go and And PurchaseREAD MORE,5
2997,Mansi Malhotra,Excellent watchREAD MORE,5
2998,Flipkart Customer,Bad experience. After 1month the watch Stop warkingREAD MORE,
2999,Rex Ciju,Good watchREAD MORE,4
3000,Flipkart Customer,Awesome 👌READ MORE,5
3001,Flipkart Customer,I am givin it 3 star because it stop working for 1 day .touch does bot work but after sometime it works.I felt bad for purchasing itREAD MORE,3
3002,Flipkart Customer,Very Useful smart watch . Must BuyREAD MORE,5
3003,Nitin Chittoria,The watch is good.READ MORE,4
3004,priti Tembhare,awesome watch quality is good and betterREAD MORE,5
3005,Dipu Jaiswal,As expected love itREAD MORE,5
3006,Flipkart Customer,Its a very nice smart watch for the young oneREAD MORE,5
3007,Samir Tadvi,Nice watch 😍😍😍😍🥰READ MORE,5
3008,Sai Krishna Krish,Good productREAD MORE,5
3009,Flipkart Customer,"Device not getting charged, and  when plugged charger not showing any indication....  Also device not working Very disappointed ☹️ i returned it but company not given any responce .... World no.1 fraud company...READ MORE",
3010,Deepak Kumar,Nyc productREAD MORE,5
3011,Flipkart Customer,Buying this product at a budget price was not bad it has all some features which are usable in day to day life  and I'm happy with the product 😊😊😊READ MORE,5
3012,Vijay Maurya,Awesome 😍READ MORE,5
3013,Praveen,GoodREAD MORE,5
3014,vasubabu jarugula,Very goodREAD MORE,5
3015,Yuvan shankar L,Don't buy this watch totally wasteREAD MORE,
3016,Udaykumar Goud,Display good but belt is so poor qualityREAD MORE,
3017,Prakash Rudraswamimath,happy with the productREAD MORE,5
3018,Thangaraj murugan,Good product.......READ MORE,5
3019,Flipkart Customer,Very badREAD MORE,
3020,Flipkart Customer,Give specifications for Calling answerREAD MORE,5
3021,Ravina  Gusain,Really loved the way the products in terms of look and features of it.READ MORE,5
3022,Rengarajan Rajaraman,Good 👍READ MORE,4
3023,Flipkart Customer,not badREAD MORE,
3024,Bidisha Sinha,Overall a good productREAD MORE,5
3025,Flipkart Customer,Very 🥰🥰🥰🥰🥰🥰READ MORE,5
3026,Flipkart Customer,"Not bad , it's okREAD MORE",
3027,Flipkart Customer,Nice watch ..READ MORE,5
3028,Rameshwar Katkar,Watch is not working after one month.READ MORE,
3029,Flipkart Customer,GoodREAD MORE,4
3030,Prathap Prathi,Nice watch 😘👌👌READ MORE,5
3031,Rahuldev Bagdi,"Amazing product, happy customer, go for itREAD MORE",5
3032,Sahil Farhan,Good productREAD MORE,5
3033,SUYASH KORKANKAR,Amazing productREAD MORE,5
3034,Bapan nandi,goodREAD MORE,5
3035,Zearul Hoque ziya,Very good qualityREAD MORE,5
3036,Joshua Fernandes,I just loved it it's awesomeREAD MORE,5
3037,Satty S,Nice product. RecommendedREAD MORE,4
3038,Pabitra Jena,It's a very good watch. I am using this watch from last 1 month and getting the good results.READ MORE,5
3039,Shuaib Ali,Nice product feel great and its osam. I loved it 🤩READ MORE,5
3040,SHANOJ P,"Product was good. Purchased 2 no.s The design with no buttons is very attractive. Helps to keep track if our daily workout. Display also is very good.One negative is that cannot set alarm from watch itself you have to do tgrough app only. So I decided to return 1 watch, but disappointed with the return request rejection. It is designed in such a way so that we cannot express our real problem with the product and return request is rejected. Being a loyal customer of flipkart, never had  such ...READ MORE",3
3041,Sayan Kazi,Very nice productREAD MORE,5
3042,Flipkart Customer,Good qualityREAD MORE,5
3043,Atul  Nerlikar,Good its commen design and nice products to handleREAD MORE,4
3044,Radhika Vegad,I love the battery backup and features.READ MORE,5
3045,Flipkart Customer,Very niceREAD MORE,5
3046,Flipkart Customer,Good product and good qualityREAD MORE,5
3047,Yogendra  Pippal,Good watch in this price this watch is really good and watch senser is very active looking wise good quality also good I request that add some new features in this watch Over all good in this price I am using last three days till this is good working.READ MORE,4
3048,Rima Mishra,Bad productREAD MORE,3
3049,Astha,It's a really very nice product....go for it..🤗READ MORE,5
3050,Simran Kashyap,Feature are awesome and it looks very cool ..I like it so so much thankuREAD MORE,5
3051,Santosh  Mishra ,BeautifulREAD MORE,5
3052,Sai Dinesh,Good okk!READ MORE,5
3053,Reghunath N K,Excellent performanceREAD MORE,5
3054,Kishor  pandey,Very good and valuable productREAD MORE,5
3055,Jatin Patel ,GoodREAD MORE,
3056,Rithuvaren M Krishnan,Excellent productREAD MORE,5
3057,HARSHIT  KESHARI,Very Good ProductREAD MORE,5
3058,Flipkart Customer,It is a good productREAD MORE,5
3059,rajnish kevat,Very good watch i really like very muchREAD MORE,5
3060,Flipkart Customer,This is my first smart watch and it's amazingREAD MORE,5
3061,Gaurav  Singh,Worst product I have ever bought on flipkartREAD MORE,
3062,NAVEEN SINGH,Excellent good quality medium size easy to handle perfect fitREAD MORE,5
3063,Divyesh Patel,All goodREAD MORE,5
3064,Flipkart Customer,OsmREAD MORE,5
3065,Flipkart Customer,Good product. Worth buying 👍READ MORE,5
3066,Gajanan  Wapulkar,Best product for ninja watchREAD MORE,5
3067,Flipkart Customer,It is very good productREAD MORE,4
3068,Dhananjay More,NiceREAD MORE,4
3069,Flipkart Customer,Good watchREAD MORE,4
3070,Flipkart Customer,Best qualityREAD MORE,5
3071,Flipkart Customer,Excellent product 👌 😍READ MORE,5
3072,Flipkart Customer,No charging showREAD MORE,
3073,Arghya Mallick ,Nice productREAD MORE,4
3074,Flipkart Customer,GoodREAD MORE,4
3075,Hariom  Rana,Very goodREAD MORE,5
3076,Avinash Yadav,Best reviewREAD MORE,5
3077,usman farooqui,AwesomeREAD MORE,5
3078,Ashutosh  Kumar,Bad qualityREAD MORE,
3079,Flipkart Customer,NiceREAD MORE,5
3080,Vedant Shukla,The watch is good and value for money  good build designREAD MORE,4
3081,Shabeer Shabeer,"Amazing product rating 4 cze its heavy and look stylish ,but the size of the watch is bit smallREAD MORE",3
